CUS_CUST_ID_BUY,churn
7434019,0.0
432065080,0.0
186034106,1.0
211021118,0.0
250268843,0.0
163340271,0.0
403401259,0.0
263206324,1.0
68663413,1.0
241035518,0.0
97039748,1.0
436175993,0.0
238685348,0.0
106861911,0.0
98034489,1.0
234061476,1.0
85092236,0.0
314982180,0.0
314115299,0.0
98909465,1.0
11260752,1.0
85390978,1.0
128583910,1.0
340702057,1.0
77882403,0.0
7279428,1.0
133164165,1.0
256799769,1.0
45107326,1.0
219013982,1.0
273302086,0.0
366861016,1.0
293550479,1.0
86943599,0.0
170656018,1.0
57640780,1.0
129470367,1.0
417260618,0.0
306305963,1.0
394124847,1.0
74402929,1.0
240305671,1.0
51375457,1.0
165577063,1.0
117235451,1.0
270490099,1.0
51457782,1.0
89740435,0.0
400736260,0.0
304978468,0.0
400642740,0.0
109917828,0.0
141315168,1.0
62591656,1.0
77087504,1.0
31469404,1.0
432275934,0.0
226790772,1.0
51532456,0.0
277075101,0.0
448238843,0.0
201203710,1.0
41826077,0.0
6676602,0.0
428743825,0.0
195348166,0.0
400861668,0.0
328121316,0.0
263494218,0.0
265413283,1.0
438596578,1.0
382578527,0.0
181561483,1.0
144189919,1.0
404672003,0.0
145099317,0.0
291746914,1.0
58860971,1.0
49728054,1.0
417996705,0.0
242927972,0.0
19223066,0.0
64548218,0.0
398209982,1.0
220442049,1.0
362643594,0.0
118943561,0.0
286991924,1.0
82334800,1.0
364699674,0.0
9607782,1.0
198748093,1.0
196335439,1.0
57736170,1.0
165244164,0.0
213078483,0.0
81232063,0.0
430248383,0.0
99153046,1.0
332271890,1.0
159456158,0.0
428026885,0.0
324362348,0.0
94903654,1.0
235821891,0.0
168575653,0.0
97864503,1.0
185646292,1.0
44821693,1.0
28970471,0.0
357758525,0.0
185935086,1.0
58010404,1.0
387069321,1.0
72679971,0.0
322659027,1.0
259867308,1.0
80783645,1.0
86445791,0.0
282132791,1.0
41501725,0.0
5354493,1.0
49516674,1.0
158352952,1.0
62957608,1.0
362897270,1.0
13207692,1.0
179310011,1.0
68237326,0.0
31616693,1.0
369346159,1.0
67589106,1.0
325133915,1.0
159070973,1.0
222465358,1.0
97240568,1.0
185305933,1.0
202659917,1.0
2347190,0.0
135896500,1.0
83204190,0.0
30707417,1.0
145656467,0.0
78314286,1.0
329306473,1.0
189839038,1.0
233490971,1.0
146782877,1.0
158396329,1.0
137769742,1.0
416358743,0.0
30719468,0.0
151797682,0.0
93949148,1.0
429697780,1.0
176836122,1.0
3734618,1.0
415610481,1.0
64064034,1.0
53289773,1.0
137139529,0.0
374769456,1.0
160874357,0.0
341059100,0.0
153938201,0.0
2050837,0.0
286139826,0.0
203146164,1.0
208290131,0.0
324275968,0.0
137117854,0.0
319920166,1.0
160845195,1.0
153352690,1.0
367728345,1.0
290540446,1.0
322528786,0.0
137491884,0.0
7794059,1.0
198777577,1.0
272618773,0.0
198327304,1.0
431505158,0.0
436048522,0.0
20703156,1.0
371806363,0.0
316014723,1.0
404933877,0.0
198624843,0.0
204898688,1.0
57153637,0.0
231137112,0.0
44873409,0.0
339234123,1.0
184095713,1.0
395756445,1.0
184223710,1.0
101772188,1.0
52503766,1.0
153892912,0.0
360301073,1.0
128168120,1.0
433092714,1.0
159453342,1.0
292603763,1.0
49122925,0.0
261008564,1.0
131131964,1.0
195017612,0.0
59455601,1.0
319869066,1.0
292653134,0.0
247044490,1.0
263718873,0.0
150548714,1.0
334528727,1.0
235651642,1.0
80182817,1.0
292605763,0.0
91870253,1.0
143614907,1.0
188984717,0.0
31216643,1.0
244004729,1.0
399329378,0.0
57781198,0.0
246540568,1.0
283105487,1.0
120342346,1.0
281256875,0.0
387377075,0.0
164258153,0.0
152064753,1.0
188586669,1.0
290935501,1.0
99513168,1.0
80158755,1.0
445989754,1.0
402552995,0.0
155189451,1.0
77525261,0.0
65059589,1.0
94837992,1.0
357151232,1.0
307277353,0.0
417460277,1.0
182439069,1.0
57127882,1.0
49973269,0.0
7925955,1.0
35833194,1.0
231120510,1.0
153221648,1.0
226384974,0.0
24813434,0.0
390148768,1.0
116216734,1.0
144001457,1.0
124112734,1.0
447814363,0.0
67727343,0.0
154958838,1.0
357050923,1.0
318757275,0.0
308054304,1.0
318621221,1.0
190355568,0.0
436902006,0.0
281772200,1.0
98241141,0.0
137521818,1.0
161901436,1.0
210913919,1.0
209056968,1.0
57476399,1.0
250425802,1.0
228525718,0.0
150512664,0.0
149253544,1.0
189116939,1.0
110951942,1.0
215721195,0.0
230000056,1.0
51148680,1.0
75191464,1.0
251365235,0.0
155741299,0.0
183797602,0.0
174355034,1.0
418997236,1.0
173247752,1.0
340639251,1.0
183040532,1.0
10170966,1.0
257631025,0.0
64560393,0.0
702420,1.0
292758314,0.0
33802751,1.0
125501895,0.0
429362313,1.0
24266379,1.0
379089282,1.0
200665179,1.0
26305432,1.0
45110098,1.0
331424297,1.0
198045406,1.0
392353666,0.0
13521055,0.0
46210713,1.0
303503457,0.0
146864586,0.0
193141348,0.0
47297031,1.0
313444384,1.0
45799977,1.0
447810529,0.0
170685569,1.0
166995750,1.0
375904653,1.0
136730204,0.0
213894159,0.0
133916890,1.0
137654997,1.0
77317059,1.0
217744077,0.0
242523499,0.0
133114245,0.0
135317572,1.0
77505193,0.0
204777478,1.0
224456651,1.0
37751302,1.0
200184743,1.0
139262779,1.0
59448890,1.0
20070985,0.0
73617919,1.0
301145335,0.0
143495125,1.0
210017285,1.0
365397057,0.0
90392794,0.0
30498340,1.0
121027985,1.0
4056322,0.0
223083949,1.0
73360655,1.0
91464512,1.0
365204189,0.0
106302847,1.0
443157253,0.0
196595681,1.0
230991756,0.0
57131632,1.0
160800455,1.0
290987928,0.0
207283972,1.0
190699824,0.0
17745672,1.0
304801506,1.0
322670266,1.0
67630523,0.0
235021244,1.0
11538286,0.0
133769029,1.0
141463559,1.0
300139115,1.0
28120762,1.0
31292238,1.0
301342157,0.0
101016319,1.0
347442876,1.0
86619390,0.0
173086454,1.0
173233255,1.0
309532516,1.0
689919,1.0
136840585,1.0
1880971,1.0
57374971,1.0
181975603,1.0
62933607,1.0
168439967,1.0
264686105,1.0
158642152,1.0
77584172,0.0
136653162,1.0
164599166,1.0
441716687,0.0
256849504,1.0
22623035,1.0
376036753,0.0
399217163,0.0
3252859,1.0
13579537,0.0
394340065,0.0
161287659,0.0
193456894,1.0
388233047,0.0
95685297,1.0
145688971,1.0
65123640,0.0
48307615,1.0
311308063,1.0
9422765,1.0
207915388,0.0
320605296,0.0
26880585,1.0
334806383,1.0
37292503,1.0
104977697,0.0
430841444,1.0
79382231,1.0
12652481,0.0
398443003,0.0
81024923,1.0
32301169,0.0
437202584,0.0
197649028,0.0
58027900,1.0
54736049,1.0
231533469,0.0
119040486,1.0
199400532,0.0
38626238,0.0
174792850,0.0
82001024,1.0
347083469,1.0
142677470,0.0
347324930,0.0
143457706,0.0
223143840,1.0
214474168,1.0
29056813,0.0
89923248,1.0
262475783,1.0
95981124,1.0
80213977,1.0
401866420,0.0
229017206,0.0
9312954,0.0
174941,1.0
411150073,0.0
29972064,0.0
381606912,0.0
138475914,1.0
212766567,1.0
426226891,1.0
98847881,1.0
2740756,0.0
112503606,1.0
352772920,0.0
37381922,1.0
150765993,1.0
183362703,1.0
276058361,1.0
90573958,1.0
132596922,1.0
172024480,0.0
188281605,0.0
177744073,1.0
224922058,0.0
362268628,1.0
59253965,1.0
192715240,0.0
288944595,1.0
265007746,1.0
257258854,0.0
210645767,1.0
130125683,1.0
144476894,0.0
233140946,0.0
47196785,1.0
194989796,0.0
85297584,1.0
440848153,1.0
36597015,0.0
76533662,1.0
78958262,0.0
152696253,1.0
160780938,0.0
178043406,1.0
424105456,1.0
317741330,0.0
90482131,1.0
358362390,1.0
431479262,0.0
394282822,1.0
441084331,1.0
340461065,1.0
216105665,1.0
437220141,0.0
445859980,0.0
89623673,1.0
44208896,1.0
445451387,1.0
228731249,0.0
115158064,0.0
430771723,0.0
127605525,1.0
223576741,1.0
403617312,1.0
268816367,1.0
355803936,1.0
203273389,1.0
233802540,1.0
163534441,0.0
234907742,1.0
25420685,1.0
268230347,1.0
153113776,1.0
443406239,0.0
137774514,1.0
222706310,0.0
423425508,0.0
289307367,0.0
70712599,1.0
241715285,1.0
230893632,0.0
43381861,0.0
155277524,0.0
66833931,1.0
61027062,1.0
216756310,0.0
301768227,1.0
349244077,1.0
363116688,0.0
270535775,1.0
399297038,1.0
76786339,1.0
161770949,0.0
211439806,1.0
101749716,1.0
373441900,0.0
347051045,0.0
138208986,1.0
349832219,1.0
322652278,0.0
279175450,1.0
132244119,1.0
388603058,1.0
7966556,1.0
234474782,0.0
174514071,1.0
131342246,0.0
91456396,1.0
336741129,1.0
254969021,1.0
288097677,1.0
164084371,1.0
231238296,0.0
405342615,1.0
153684914,0.0
390420876,0.0
174049564,0.0
398727387,1.0
6743753,1.0
86988442,0.0
134136268,1.0
121567719,1.0
292047372,0.0
307807297,1.0
374332395,1.0
335391652,0.0
341678097,1.0
330038074,0.0
149856635,0.0
190764384,0.0
142413823,1.0
38615491,1.0
339592777,1.0
390503525,0.0
97425461,1.0
367982694,1.0
302384511,1.0
59435226,1.0
390077028,0.0
1609717,1.0
3529964,0.0
113324094,1.0
89478401,1.0
205832230,0.0
135283640,1.0
150351057,1.0
234343294,0.0
398561521,0.0
12252633,1.0
244343721,1.0
388188162,1.0
336028797,0.0
293802544,0.0
4615203,0.0
388611725,0.0
379552954,0.0
320921309,1.0
127547714,1.0
28049348,1.0
195876417,1.0
198288741,0.0
201834735,1.0
79930142,0.0
66288590,1.0
15792530,1.0
430468800,1.0
75831341,1.0
28572604,1.0
434238595,1.0
178241881,1.0
151135472,0.0
338896921,1.0
237622541,1.0
156871009,0.0
150887813,0.0
264747075,0.0
69414754,1.0
44314383,1.0
192709814,0.0
101173642,1.0
243115128,0.0
279650847,1.0
257288868,0.0
326998431,0.0
82805913,1.0
144528240,1.0
403644577,0.0
22010194,1.0
274959397,1.0
275575172,0.0
59311835,1.0
391856897,0.0
120859913,1.0
238948179,0.0
210211579,1.0
314631131,1.0
300266277,0.0
269046959,0.0
72522240,1.0
140107535,1.0
61180063,1.0
153379238,1.0
154527466,1.0
37959178,1.0
357157592,1.0
223379997,1.0
103686540,1.0
408493392,0.0
338575261,1.0
236553128,1.0
92669655,1.0
232724193,1.0
431063083,0.0
178189145,0.0
429758874,1.0
3597990,1.0
194164330,1.0
29629743,1.0
434604814,1.0
265008541,1.0
180581731,0.0
446960797,1.0
324529377,0.0
435625043,0.0
81969275,1.0
180958554,1.0
297626175,0.0
184177094,1.0
60195379,1.0
220109276,1.0
171724495,1.0
57631234,1.0
258841348,1.0
7592425,1.0
75531192,0.0
122684320,1.0
422214226,1.0
82486964,1.0
112930530,1.0
252096327,1.0
99574670,1.0
79370893,1.0
9576601,1.0
294335672,1.0
60460759,1.0
143835017,1.0
228377857,1.0
15404941,1.0
291493116,0.0
229301369,1.0
149057025,0.0
242736776,1.0
444421881,1.0
187028603,1.0
29972901,1.0
161556467,1.0
420756633,0.0
327789437,1.0
372024824,0.0
72538289,1.0
343795879,0.0
158450468,1.0
192110679,1.0
127078946,1.0
187279217,0.0
392589680,1.0
45965927,0.0
145340841,1.0
147039018,1.0
157705714,1.0
91356455,1.0
52174739,0.0
57685764,1.0
247568749,0.0
43034261,1.0
201362623,1.0
350374626,0.0
173944014,0.0
284761189,1.0
421310599,1.0
413855328,1.0
170657099,0.0
447289698,1.0
437077746,1.0
59189994,1.0
351179536,1.0
230573089,1.0
150204275,1.0
37452030,1.0
78624547,0.0
210223674,0.0
213683429,1.0
241227814,0.0
87236675,1.0
249430531,1.0
210026911,1.0
423166511,1.0
350091563,1.0
176917648,1.0
273085972,0.0
418458848,1.0
355456702,1.0
294382656,1.0
183887509,1.0
182212027,1.0
165553794,1.0
22355329,1.0
216311888,0.0
106355438,1.0
174249671,1.0
239921159,1.0
152318286,1.0
214016776,1.0
390469776,1.0
191303384,1.0
142525304,1.0
194021506,0.0
169562400,0.0
68043112,1.0
118250727,0.0
83222460,1.0
385841704,0.0
126238205,1.0
81150905,0.0
169610831,1.0
202616809,0.0
89448749,1.0
309633252,1.0
27747060,1.0
76949799,1.0
38960544,1.0
395068158,1.0
386055269,0.0
210214313,1.0
284884275,1.0
152214269,0.0
261754336,0.0
83763845,1.0
115275379,1.0
33544181,1.0
406641478,0.0
59099210,1.0
172433748,1.0
293907972,1.0
253375311,0.0
348115301,1.0
81333800,1.0
149907838,1.0
151982369,1.0
440858675,0.0
42067540,1.0
45501460,1.0
258249187,1.0
156704266,1.0
271236157,1.0
397419613,0.0
213293291,0.0
2091131,0.0
237150061,1.0
192721419,1.0
54950390,0.0
283615796,0.0
145064081,1.0
405222545,0.0
170781,1.0
279065906,1.0
167577164,0.0
190142308,1.0
157872928,0.0
146588539,1.0
391185820,0.0
84544918,0.0
327710723,1.0
206204647,1.0
422903087,0.0
143927515,1.0
263891675,1.0
71586496,0.0
645505,1.0
18421338,1.0
400785995,0.0
267361710,1.0
143872417,1.0
337251169,1.0
83285716,1.0
306371827,1.0
433282011,0.0
142566212,1.0
312340017,0.0
196618195,1.0
44088809,1.0
40003693,1.0
203237743,1.0
426933126,1.0
200942774,0.0
296324475,1.0
360130595,0.0
433336743,1.0
37965231,1.0
24936480,1.0
209817344,1.0
215244473,1.0
104391145,0.0
33992864,1.0
399678242,0.0
95596835,1.0
147631547,1.0
83610865,0.0
194405711,0.0
384692376,0.0
218729802,0.0
154189776,1.0
92061773,1.0
146653366,1.0
11438118,1.0
150057087,1.0
78005836,0.0
381957284,1.0
303950388,1.0
319206387,0.0
243376554,1.0
80358231,1.0
68689700,1.0
105240772,0.0
63107326,0.0
40006608,1.0
128890932,0.0
