CUS_CUST_ID_BUY,PLATA_CUENTA_1,PLATA_CUENTA_2,INVERSION
1144995.0,17849.53,7014.84,pending
1014435.0,0.0,1.8,eligible
963721.0,3408.3,2716.65,eligible
1082453.0,0.0,0.0,eligible
958865.0,8.77,1841.06,investing
1150343.0,0.0,0.0,pending
770789.0,0.0,0.0,eligible
689919.0,241617.46,410135.43,pending
698073.0,0.0,0.0,eligible
1147896.0,0.0,0.0,eligible
873701.0,0.0,0.0,warmup
193197.0,0.0,2000.0,warmup
870841.0,0.0,0.0,eligible
754222.0,0.0,0.0,pending
1170769.0,0.0,,non_eligible
1119410.0,4930.01,0.0,pending
1169652.0,1735.52,1735.52,eligible
935811.0,1801.86,1417.04,warmup
899727.0,0.62,0.62,pending
1493253.0,355.5,13.75,warmup
850610.0,0.0,0.0,warmup
994352.0,0.0,0.0,eligible
1073548.0,685.01,685.01,warmup
1465417.0,0.0,0.0,eligible
765142.0,0.0,887.68,warmup
1281683.0,0.0,0.0,eligible
1449905.0,0.0,0.0,eligible
641051.0,0.0,0.0,eligible
1127088.0,0.0,0.0,eligible
656728.0,0.0,0.0,eligible
1144758.0,95.78,100.0,pending
1406543.0,719.8,719.8,eligible
1105744.0,0.0,0.0,warmup
1221602.0,0.0,0.0,pending
995325.0,466.8,0.0,pending
593136.0,4766.5,5095.56,warmup
877076.0,0.0,0.0,eligible
976927.0,0.0,0.0,eligible
997517.0,0.0,0.0,pending
1771295.0,0.0,0.0,eligible
1443012.0,0.0,0.0,eligible
1385231.0,4300.79,5465.53,warmup
1701265.0,133.71,1383.71,eligible
1297881.0,133.44,95.6,warmup
898712.0,0.0,1.88,pending
1596463.0,0.0,0.0,eligible
1124393.0,0.0,0.0,eligible
2207563.0,664.28,661.85,investing
1963187.0,86966.82,95488.79,investing
1327850.0,0.0,0.0,eligible
1413706.0,0.0,0.0,eligible
1465632.0,0.0,0.0,pending
1597878.0,109.35,108.27,investing
1667062.0,0.0,0.0,eligible
1102819.0,0.0,0.0,pending
1099346.0,0.0,0.0,eligible
1688197.0,2831.0,0.0,warmup
1217728.0,890.0,400.0,pending
1701958.0,0.0,0.0,warmup
960126.0,0.0,0.0,eligible
1562342.0,2180.05,2006.0,warmup
1480428.0,9543.73,42478.15,investing
1066191.0,0.0,0.0,eligible
1407873.0,8351.7,8351.7,warmup
1197539.0,0.0,0.0,eligible
1360324.0,630.0,630.0,eligible
2144730.0,0.0,0.0,eligible
1296447.0,17047.36,0.0,pending
1655217.0,0.0,0.0,warmup
1958829.0,0.0,0.0,warmup
945473.0,0.0,0.0,eligible
2362035.0,27678.35,3908.97,warmup
1296703.0,0.0,0.0,pending
1609717.0,0.0,0.0,eligible
2166279.0,0.0,0.0,eligible
1463537.0,574.0,0.0,warmup
1385814.0,492.8,492.8,eligible
1554449.0,1881.34,6146.69,pending
1735659.0,0.0,0.0,eligible
2036848.0,668.35,641.32,investing
1541105.0,0.0,0.0,eligible
1560659.0,0.0,0.0,eligible
1822133.0,0.0,0.0,eligible
1655849.0,0.0,0.0,warmup
1674115.0,0.0,0.0,warmup
1440673.0,390.49,390.49,investing
2658244.0,0.0,0.0,eligible
2101933.0,0.0,0.0,eligible
1679134.0,0.0,0.0,eligible
1718408.0,0.0,0.0,eligible
1981153.0,0.0,0.0,warmup
2050837.0,0.0,4305.31,warmup
1331930.0,0.0,0.0,eligible
1225586.0,7000.01,3863.12,investing
1488672.0,0.0,0.0,warmup
2179275.0,0.0,0.0,eligible
1715229.0,0.0,0.0,eligible
1897778.0,101.57,1.57,disable_pending
1896152.0,0.0,0.0,eligible
1700660.0,0.0,0.0,eligible
1803458.0,0.0,0.0,eligible
1260501.0,0.0,0.0,eligible
2138638.0,1011.24,1001.26,investing
1744801.0,1509.8,809.99,warmup
1573287.0,0.0,0.0,warmup
1703102.0,4745.0,1825.0,eligible
1909114.0,133.67,133.67,eligible
1950264.0,1939.86,24312.99,investing
1880971.0,3043.35,626.4,investing
2095628.0,0.0,0.0,warmup
1478369.0,7935.78,6517.25,warmup
2063917.0,145.0,145.0,eligible
2388048.0,81000.0,0.0,investing
2316795.0,1108.47,663.42,pending
2224517.0,2393.36,469.76,investing
1388289.0,0.0,0.0,eligible
2251875.0,0.0,50.0,eligible
2064733.0,51936.92,12458.94,investing
1780510.0,0.0,0.0,eligible
2323065.0,4883.95,2119.45,warmup
1745763.0,0.0,0.0,eligible
2054512.0,0.0,0.0,eligible
1968013.0,0.0,0.0,eligible
1715809.0,600.0,600.0,eligible
2021759.0,0.0,0.0,eligible
1992363.0,0.0,0.0,eligible
1896357.0,0.0,0.0,eligible
2056472.0,0.0,0.0,eligible
2407388.0,17.23,7216.84,investing
1931844.0,0.0,0.0,warmup
3260747.0,1000.0,0.0,eligible
2343198.0,0.0,0.0,eligible
2305843.0,0.0,0.0,eligible
1660525.0,0.0,0.0,eligible
2239258.0,0.0,0.0,eligible
2377471.0,0.0,0.0,eligible
2124915.0,0.02,2.83,investing
2013702.0,0.0,0.0,eligible
2321723.0,0.0,0.0,eligible
1919952.0,8265.0,0.0,eligible
1222249.0,34690.74,57709.64,warmup
1672675.0,93.27,89.61,investing
2899861.0,0.0,0.0,warmup
2437572.0,2108.11,2044.4,investing
2232921.0,0.0,0.0,pending
2223448.0,89.42,281.29,investing
2402842.0,0.0,0.0,investing
1762228.0,495.0,15900.0,warmup
2109921.0,1044.0,0.33,warmup
2248031.0,0.0,0.0,eligible
2331005.0,0.0,0.0,investing
2642942.0,8969.21,500.0,pending
2419542.0,3953.37,1457.77,eligible
2404575.0,505.64,841.64,warmup
1597596.0,0.0,570.0,eligible
2583202.0,5458.95,5244.81,investing
2744050.0,227.43,20.0,investing
2828472.0,0.0,0.0,pending
1899436.0,0.0,0.0,pending
2543983.0,0.0,0.0,eligible
2710627.0,45.02,45.02,warmup
2424900.0,0.0,0.0,eligible
2783333.0,3376.65,92.8,investing
1947988.0,1019.99,0.0,eligible
3077431.0,2493.5,2543.5,pending
2933019.0,0.0,0.0,warmup
2141645.0,0.0,0.0,eligible
1778919.0,0.0,0.0,eligible
1905288.0,0.0,0.0,eligible
2366762.0,0.0,0.0,warmup
2298123.0,0.0,0.0,eligible
1749841.0,1111.49,2188.92,investing
2297632.0,0.0,0.0,eligible
2048445.0,0.0,0.0,eligible
2829141.0,0.0,0.0,eligible
2535207.0,0.0,0.0,eligible
2946157.0,0.0,0.0,warmup
2733811.0,0.0,0.0,eligible
2716425.0,0.0,0.0,eligible
2347190.0,40.0,40.0,eligible
2524581.0,0.0,0.0,eligible
2603666.0,109.45,0.0,warmup
2083346.0,0.0,0.0,eligible
2513895.0,0.0,0.0,eligible
2091131.0,0.0,0.0,eligible
2048660.0,14247.36,14015.1,investing
1591925.0,0.0,0.0,eligible
1671344.0,800.0,0.0,eligible
2603075.0,0.0,0.0,warmup
2798679.0,0.0,0.0,eligible
2537284.0,908.35,930.0,warmup
2020256.0,328.0,0.0,warmup
2298993.0,0.0,0.0,pending
2610442.0,0.0,0.0,eligible
1729410.0,0.0,0.0,warmup
2386635.0,0.0,0.0,eligible
2840793.0,0.0,0.0,warmup
2610539.0,0.0,0.0,warmup
2475495.0,0.0,0.0,warmup
1888623.0,0.0,0.0,eligible
2389533.0,0.0,0.0,warmup
2551483.0,0.0,1256.24,warmup
2762644.0,0.0,0.0,eligible
2502854.0,0.0,0.0,pending
2461392.0,0.0,0.0,eligible
2109537.0,531.28,248.02,pending
1960506.0,0.0,0.0,eligible
2797416.0,0.0,0.0,eligible
1794061.0,0.0,0.0,eligible
2759392.0,0.0,0.0,eligible
1340599.0,0.0,0.0,eligible
2421944.0,1608.58,545.46,investing
2681482.0,20519.32,28706.48,investing
2630236.0,0.0,0.0,eligible
2452869.0,0.0,0.0,eligible
2425517.0,0.0,0.0,eligible
2765511.0,0.0,0.0,eligible
2819315.0,0.0,0.0,pending
2506606.0,1037.71,942.7,warmup
2880720.0,0.0,0.0,eligible
1790274.0,0.0,0.0,eligible
3551244.0,0.0,0.0,eligible
2931608.0,4650.0,1312.65,pending
3080581.0,7262.42,4566.74,investing
2133262.0,0.0,0.0,warmup
2734254.0,0.0,0.0,eligible
2635603.0,564.52,5814.52,warmup
2775374.0,0.0,0.0,eligible
2997214.0,0.0,0.0,warmup
3035753.0,634.41,980.24,investing
3020069.0,0.0,0.0,eligible
2177173.0,0.0,0.0,investing
2805330.0,0.0,0.0,eligible
2525112.0,74739.2,147800.46,investing
3100050.0,0.0,0.0,eligible
2894815.0,0.03,0.02,warmup
3192459.0,0.0,0.0,eligible
2188808.0,11500.0,0.0,investing
2677505.0,6913.84,3244.56,warmup
2207348.0,0.0,0.0,warmup
2261805.0,0.0,0.0,warmup
2308463.0,0.0,0.0,eligible
3202079.0,0.0,0.0,investing
2699775.0,4381.21,3038.07,investing
2724466.0,0.0,0.0,eligible
3940060.0,0.0,0.14,eligible
3943403.0,268.41,10200.01,eligible
2966546.0,0.0,0.0,eligible
2874525.0,912.01,0.0,warmup
2767809.0,0.0,0.0,eligible
2489723.0,10786.19,8115.74,investing
2552054.0,0.0,0.0,eligible
2760470.0,0.0,0.0,eligible
3452103.0,695.0,0.01,pending
2550098.0,120757.56,102284.48,investing
3252859.0,620.0,820.0,eligible
2800012.0,0.0,0.0,eligible
3258824.0,0.0,2000.0,eligible
3011712.0,2.11,2.09,investing
3653297.0,100.0,100.0,warmup
3175803.0,0.0,0.0,eligible
3755737.0,0.0,0.0,warmup
3631838.0,56.92,553.48,warmup
3191135.0,0.0,0.0,warmup
2246352.0,15.25,65.25,eligible
2476101.0,0.0,0.0,eligible
3462799.0,0.0,0.0,pending
2802053.0,0.0,0.0,eligible
3972011.0,0.0,0.0,eligible
3693200.0,0.0,0.0,eligible
2694109.0,0.0,0.0,eligible
3542385.0,0.0,0.0,eligible
4113096.0,0.0,0.0,eligible
2592745.0,0.0,0.0,eligible
3302320.0,100.0,0.0,eligible
3769961.0,2203.06,2403.06,pending
2740756.0,0.0,0.0,eligible
2457777.0,0.0,0.0,eligible
3840936.0,0.0,0.0,eligible
3606711.0,0.0,0.0,eligible
2093695.0,0.0,0.0,eligible
3464289.0,1980.36,1902.68,investing
3142925.0,11691.8,11776.9,investing
3364044.0,1.0,0.0,eligible
2668113.0,0.0,0.0,warmup
2416177.0,1500.0,1500.0,eligible
3283312.0,0.0,0.0,warmup
2349895.0,860.0,0.0,warmup
4070888.0,1200.0,0.0,eligible
2540666.0,1002.68,0.0,investing
2533275.0,0.0,0.0,warmup
3603779.0,0.0,0.0,eligible
3003873.0,6260.01,0.0,investing
3097386.0,1524.82,1208.88,investing
4007002.0,0.0,0.0,eligible
3163227.0,0.0,0.0,warmup
3248277.0,0.0,0.0,eligible
3628943.0,0.0,0.0,warmup
4304758.0,1405.66,2150.0,pending
4021376.0,0.0,0.0,warmup
4061287.0,0.0,0.0,eligible
2916666.0,0.0,0.0,non_eligible
3986043.0,0.0,0.0,eligible
3250364.0,0.0,0.0,eligible
3583203.0,350.0,350.0,eligible
3722199.0,1315.69,3300.01,investing
3420074.0,0.0,0.0,eligible
4399539.0,0.0,0.0,eligible
3672567.0,1214.29,100923.01,investing
3704410.0,0.0,0.0,eligible
4114528.0,0.0,0.0,eligible
2886949.0,0.0,0.0,warmup
3029435.0,9823.47,9438.13,investing
3296106.0,0.0,0.0,eligible
4721896.0,0.0,0.0,eligible
3066127.0,0.0,0.0,warmup
3231676.0,0.0,0.0,pending
3734618.0,0.0,0.0,warmup
3208689.0,0.0,0.0,warmup
2926591.0,0.0,0.0,eligible
4212479.0,0.0,0.0,investing
2632400.0,0.0,0.0,eligible
2768210.0,40411.51,30161.82,investing
3201327.0,0.11,0.14,eligible
3510435.0,2409.2,0.2,warmup
4655909.0,0.0,0.0,eligible
3537728.0,0.0,0.0,eligible
4159791.0,0.0,0.0,eligible
2512381.0,0.0,0.0,warmup
3748143.0,64492.7,32430.81,warmup
3614450.0,0.0,0.0,eligible
3529964.0,6297.65,3777.34,warmup
2955929.0,0.0,0.0,eligible
4807507.0,0.0,0.0,warmup
3185384.0,0.0,0.0,eligible
2866413.0,0.0,0.0,eligible
4127292.0,0.45,0.45,warmup
4386538.0,2500.0,0.0,investing
4145826.0,0.0,0.0,eligible
3597990.0,0.0,0.0,eligible
4328979.0,0.0,0.0,warmup
3740244.0,96.0,96.0,eligible
3226059.0,0.0,0.0,eligible
3592609.0,0.0,0.0,warmup
4997297.0,0.0,0.0,eligible
4080949.0,0.0,0.0,eligible
3554715.0,0.0,0.0,eligible
2965434.0,5.64,633.12,pending
3960149.0,0.0,1600.0,eligible
3402660.0,946.13,2.87,investing
2997689.0,0.0,0.0,non_eligible
5689339.0,0.0,0.0,pending
3415894.0,0.0,0.0,eligible
3320811.0,107.45,0.0,eligible
3275435.0,5548.63,3724.43,warmup
3201681.0,5409.71,5000.55,investing
3517850.0,3744.79,2225.83,warmup
3689532.0,59680.81,60880.09,warmup
3827007.0,0.0,0.0,eligible
3631163.0,0.0,0.0,eligible
3848313.0,0.0,0.0,eligible
4562049.0,0.0,0.0,warmup
3359956.0,0.0,0.0,warmup
4233983.0,0.0,0.0,warmup
3491178.0,0.0,0.0,warmup
3296658.0,25235.4,76374.26,investing
3764166.0,0.0,0.0,eligible
3646263.0,6896.16,1800.66,warmup
4179330.0,7739.33,14654.46,warmup
3645809.0,0.0,0.0,warmup
3635914.0,0.0,0.0,eligible
3604870.0,0.0,0.0,eligible
3566126.0,0.0,0.0,pending
3546918.0,0.0,0.0,pending
3236389.0,0.0,0.0,eligible
5258688.0,0.0,0.0,eligible
5440130.0,0.0,0.0,eligible
4667491.0,5067.9,3811.66,warmup
2891903.0,0.0,0.0,pending
2825740.0,0.0,0.0,eligible
5045779.0,22534.1,15426.52,investing
3105981.0,6841.33,5869.93,eligible
3953900.0,0.0,0.0,warmup
3862879.0,0.0,0.0,eligible
4407168.0,0.0,0.0,pending
3572895.0,0.0,0.0,eligible
4504103.0,0.0,0.0,eligible
3881141.0,0.0,0.0,pending
3737906.0,0.0,0.0,pending
4309859.0,0.0,0.0,eligible
4001741.0,2175.0,2175.0,warmup
3908265.0,0.0,0.0,eligible
3688697.0,0.0,0.0,eligible
4077968.0,33458.42,38717.36,warmup
3629792.0,0.0,0.0,eligible
4006357.0,0.0,0.0,eligible
3462624.0,10220.0,0.0,pending
4350279.0,0.0,0.0,warmup
3368427.0,0.0,0.0,eligible
5201255.0,0.0,0.0,warmup
4154735.0,0.0,0.0,pending
3722821.0,0.0,0.0,eligible
3496513.0,0.0,0.0,warmup
4499982.0,0.0,0.0,eligible
5024171.0,98806.33,88395.15,warmup
4162013.0,0.0,0.0,eligible
4764593.0,6057.51,0.0,investing
4089102.0,0.0,0.0,investing
3701700.0,0.0,0.0,eligible
4486201.0,0.0,0.0,eligible
3982676.0,8975.51,7768.83,investing
3538496.0,5149.96,1477.96,eligible
3821969.0,200.53,1000.15,investing
3477110.0,0.0,0.0,eligible
3766123.0,0.0,0.0,warmup
3639083.0,0.0,0.0,warmup
4219779.0,0.0,0.0,eligible
4414274.0,0.0,0.0,eligible
5814171.0,0.0,0.0,pending
3578507.0,0.0,0.0,eligible
4070054.0,461.79,3.0,pending
4356281.0,0.0,0.0,pending
3673803.0,1000.0,0.0,eligible
3895691.0,0.0,0.0,eligible
3969848.0,0.0,0.0,eligible
4118593.0,0.0,0.0,eligible
3831108.0,0.0,0.0,warmup
3658037.0,0.0,0.0,eligible
4502093.0,55415.39,55889.42,investing
4296454.0,0.0,0.0,pending
3792262.0,0.0,0.0,pending
5593161.0,0.0,0.0,warmup
3414698.0,100.0,0.0,eligible
4185767.0,0.0,0.01,investing
3534083.0,0.0,0.0,eligible
4942195.0,0.0,0.0,warmup
3608343.0,1010.37,0.0,investing
3871403.0,0.0,0.0,eligible
5076750.0,0.0,0.0,eligible
5629936.0,0.0,0.0,eligible
3148853.0,0.0,0.0,warmup
3030008.0,7329.99,8756.23,investing
4696722.0,5897.74,2143.63,pending
3964743.0,0.0,0.0,eligible
4891195.0,23924.82,12084.92,pending
4225251.0,0.0,0.0,eligible
4444303.0,8902.33,4068.67,investing
4362804.0,0.0,0.0,warmup
4321885.0,0.0,0.0,pending
5515033.0,0.0,0.0,non_eligible
5566824.0,0.0,0.0,eligible
3651610.0,0.0,0.0,warmup
5552420.0,3393.54,13384.83,investing
5215921.0,0.0,0.0,eligible
4407709.0,0.0,0.0,eligible
4701877.0,0.0,0.0,warmup
4071513.0,0.0,0.0,eligible
5064044.0,0.0,0.0,eligible
4905498.0,1312.2,1800.0,pending
4287323.0,3.31,0.0,pending
5636017.0,0.0,0.0,eligible
5825459.0,1.82,1.47,warmup
4159297.0,1137.73,6666.86,investing
4615203.0,0.0,0.0,eligible
5016297.0,86515.0,0.0,investing
4819469.0,0.0,0.0,eligible
4013352.0,0.0,0.0,eligible
4415153.0,0.0,0.0,warmup
4048137.0,0.0,0.0,pending
5196343.0,0.0,0.0,eligible
5662675.0,0.0,0.0,warmup
3575799.0,0.0,0.0,eligible
5732005.0,0.0,0.0,warmup
5423421.0,751.5,330.44,investing
4430107.0,0.0,0.0,eligible
4512232.0,0.0,0.0,eligible
4039471.0,0.0,0.0,warmup
6737776.0,0.0,0.0,eligible
5634956.0,29.01,89.17,warmup
5495988.0,0.0,0.0,pending
4408254.0,2000.0,0.0,eligible
4340828.0,0.0,0.0,pending
4920877.0,0.0,0.0,investing
4692261.0,2686.23,976.23,pending
4303106.0,0.0,0.0,eligible
4973887.0,0.0,0.0,eligible
4547086.0,0.0,0.0,pending
4797782.0,0.0,0.0,warmup
4707687.0,0.0,0.0,warmup
5954543.0,16848.97,16881.47,eligible
5700486.0,0.0,0.0,eligible
5169574.0,0.0,0.0,eligible
4600832.0,0.0,815.01,warmup
5840187.0,0.01,0.0,investing
4056322.0,800.0,0.0,eligible
4618481.0,0.0,0.0,eligible
6497114.0,0.0,0.0,non_eligible
5284476.0,341.96,328.54,investing
6444762.0,6083.38,2692.68,disabled
5822377.0,0.0,99.04,warmup
5005766.0,0.0,0.0,eligible
5745138.0,2694.5,1174.5,warmup
5976585.0,0.0,0.0,eligible
5154372.0,5963.16,2358.2,investing
4832099.0,0.0,0.0,eligible
4054385.0,0.0,0.0,eligible
4427154.0,0.0,0.0,eligible
5980846.0,57.47,57.47,warmup
5308863.0,0.0,200.0,pending
3875630.0,0.0,0.0,warmup
5237526.0,31387.32,30279.3,investing
6527667.0,0.0,0.0,eligible
4897730.0,0.0,0.0,eligible
5575319.0,0.0,0.0,warmup
4781393.0,0.0,0.0,eligible
5135413.0,0.0,0.0,pending
3515721.0,340.0,80.0,warmup
5719495.0,0.0,0.0,warmup
5342697.0,4619.17,4582.48,investing
5558663.0,0.0,0.0,eligible
4801099.0,2.82,2.7,investing
5450677.0,0.0,1475.81,investing
4377824.0,2699.7,961.02,warmup
5493909.0,0.0,0.0,eligible
5747558.0,8631.16,3917.95,warmup
5766023.0,2164.73,2222.56,investing
5207148.0,0.0,0.0,eligible
3985218.0,0.0,0.0,eligible
4809198.0,0.0,0.0,eligible
5861742.0,0.0,0.0,eligible
5309558.0,8369.01,20571.74,eligible
5354493.0,3482.85,11614.28,rejected
4870722.0,48267.98,1030.11,investing
3643415.0,0.0,0.0,eligible
6556041.0,1834.85,4396.85,pending
5503427.0,0.0,0.0,warmup
6458940.0,0.0,0.0,warmup
6652665.0,4201.0,69.0,investing
6564941.0,0.0,0.0,warmup
5072485.0,0.0,0.0,eligible
5196547.0,0.75,323.65,investing
4420084.0,1382.0,469.8,warmup
7001353.0,0.0,0.0,eligible
5562936.0,548.59,755.88,warmup
6657907.0,0.0,0.0,warmup
5506428.0,10.0,10.0,eligible
6563583.0,19312.57,19370.97,pending
6569366.0,1600.0,0.0,warmup
6555859.0,5012.92,5000.0,investing
3868690.0,0.0,0.0,eligible
4832786.0,0.0,0.0,eligible
5250060.0,2.9,1211.88,warmup
5515013.0,0.0,0.0,eligible
6495417.0,2000.0,0.0,warmup
6748772.0,21118.23,129106.27,investing
5284689.0,3133.51,2.74,warmup
4937772.0,0.0,0.0,warmup
5979240.0,406.11,0.01,warmup
7308671.0,2962.78,1719.52,warmup
5687446.0,0.0,0.0,warmup
6901731.0,0.08,0.08,warmup
5825603.0,0.0,0.0,eligible
6576791.0,16.57,1209.65,investing
5049428.0,204.0,3300.0,eligible
6702383.0,266.0,426.0,pending
5736324.0,0.0,0.0,eligible
5210913.0,0.0,0.0,warmup
5503123.0,0.05,15.01,investing
5687795.0,0.0,0.0,eligible
6773096.0,0.0,0.0,eligible
6864292.0,7025.41,12514.39,investing
4189128.0,0.0,0.0,warmup
6738559.0,0.0,0.0,pending
6533858.0,250.0,1434.63,warmup
6576443.0,0.0,0.0,eligible
5638678.0,31.5,0.5,eligible
6498602.0,0.0,0.0,eligible
5296833.0,0.0,0.0,eligible
6544679.0,0.0,0.0,warmup
6636310.0,19954.22,25028.9,eligible
3827219.0,8160.12,15803.28,investing
6546147.0,643.26,482.19,warmup
5962412.0,0.0,0.0,pending
5558714.0,2125.0,2375.0,warmup
4686951.0,0.0,0.0,warmup
5670221.0,2595.0,195.0,eligible
5459627.0,1000.0,0.0,warmup
5702359.0,0.0,0.0,eligible
6942536.0,0.0,0.0,eligible
6843790.0,0.0,0.0,investing
6632442.0,164367.05,10272.07,investing
5550702.0,0.0,0.0,pending
5257387.0,0.0,0.0,eligible
5097104.0,197.46,0.0,eligible
5985737.0,224505.33,223178.31,investing
7482140.0,9100.0,0.0,eligible
7757497.0,0.0,0.0,pending
5221419.0,2539.99,614.86,investing
5016013.0,2937.13,2241.76,eligible
6676602.0,0.0,0.0,eligible
5601034.0,29843.71,29306.79,disabled
5497445.0,0.0,0.0,eligible
7546302.0,0.0,0.0,warmup
5636137.0,0.0,97.97,warmup
5754626.0,1000.0,0.0,investing
5590097.0,0.0,0.0,investing
5742297.0,0.0,35.39,warmup
6507757.0,0.0,0.0,eligible
7228980.0,109275.3,99763.86,investing
6641580.0,0.0,0.0,eligible
6476983.0,0.0,0.0,eligible
6887579.0,5395.1,552.45,warmup
4935089.0,0.0,0.0,eligible
6515185.0,0.0,0.0,eligible
7694349.0,0.0,0.0,eligible
5871965.0,0.0,0.0,eligible
5701773.0,0.0,0.0,eligible
7594981.0,0.0,0.0,warmup
6691009.0,0.0,0.0,warmup
6626662.0,0.0,0.0,eligible
6504879.0,298.99,293.48,investing
5649692.0,0.0,0.0,eligible
5776257.0,0.0,0.0,warmup
5543219.0,0.0,0.0,pending
6569799.0,0.0,0.0,warmup
5867803.0,2971.68,50.34,investing
6535320.0,0.0,0.0,warmup
8723070.0,0.0,0.0,warmup
6857631.0,0.0,0.0,warmup
7244936.0,15.07,65.07,pending
4727580.0,0.0,200.0,warmup
